year,age,sex,source,historic,central,upper,lower
2048,80,male,Our Projections,,14.5649725576801,19.5604698727589,10.9273057029628
2048,85,male,Our Projections,,12.4921299590958,17.3158331044656,9.04360282386982
2049,0,male,Our Projections,,80.9460042065398,87.7038768054128,74.6619996844947
2049,1,male,Our Projections,,80.1349291200223,86.7442178814557,74.5495578986609
2049,5,male,Our Projections,,76.1451580498804,82.7442178814557,70.7612383249336
2049,10,male,Our Projections,,71.1562337311159,77.7458235365277,65.8451629501236
2049,15,male,Our Projections,,66.1693150431986,72.7503407252218,60.882516109988
2049,20,male,Our Projections,,61.358225759193,67.8996686598654,56.1083476430119
2049,25,male,Our Projections,,56.9592470646999,63.4972129607412,51.6890632627908
2049,30,male,Our Projections,,52.5612168814489,59.0684739069287,47.2890175859141
2049,35,male,Our Projections,,48.1749763022697,54.6115097916441,42.9612373822135
2049,40,male,Our Projections,,43.9350106892597,50.2698887381936,38.8178471919289
2049,45,male,Our Projections,,39.7233137205254,45.9144167508626,34.7702784887349
2049,50,male,Our Projections,,35.4710770257016,41.5573411884043,30.6336850023643
2049,55,male,Our Projections,,31.4531386420842,37.4054263125194,26.7717315193572
2049,60,male,Our Projections,,27.7084481138673,33.5603547241929,23.1341362499193
2049,65,male,Our Projections,,24.05479665304,29.7449465065076,19.6694233403211
2049,70,male,Our Projections,,20.5815265660788,26.0963583089153,16.4023999712765
2049,75,male,Our Projections,,17.3575183001458,22.6091600836293,13.5054594522205
2049,80,male,Our Projections,,14.6782360241462,19.8191964366177,10.9562203084532
2049,85,male,Our Projections,,12.599899266241,17.566007877958,9.07113616944036
2050,0,male,Our Projections,,81.1119416937163,88.0411148845951,74.7220491580996
2050,1,male,Our Projections,,80.293111590114,87.0789689992195,74.598863899637
2050,5,male,Our Projections,,76.3025716307129,83.0789689992195,70.8047129820106
2050,10,male,Our Projections,,71.3136697617852,78.0805813041367,65.886587326879
2050,15,male,Our Projections,,66.3260895072602,73.0843622236617,60.9239550360314
2050,20,male,Our Projections,,61.5135112503829,68.2322666130777,56.1498869071276
2050,25,male,Our Projections,,57.1154207681953,63.8307939443651,51.7314559973178
2050,30,male,Our Projections,,52.7178833501579,59.4013275222607,47.3312504303247
2050,35,male,Our Projections,,48.330277461436,54.9421388365391,43.002954375357
2050,40,male,Our Projections,,44.08777869208,50.5967624541288,38.8579500364622
2050,45,male,Our Projections,,39.8723101303723,46.2356381853609,34.8094266007144
2050,50,male,Our Projections,,35.6168095272084,41.8743441628305,30.6716251492727
2050,55,male,Our Projections,,31.5951943416104,37.717577670729,26.8078579789852
2050,60,male,Our Projections,,27.8479398400622,33.8695600984141,23.1695071598345
2050,65,male,Our Projections,,24.1897451787869,30.0469086284421,19.7035786614462
2050,70,male,Our Projections,,20.7115898413075,26.3925470723249,16.4344055467203
2050,75,male,Our Projections,,17.4795687422633,22.8948629887019,13.5337300023842
2050,80,male,Our Projections,,14.7969977734806,20.1025680704387,10.9837046120202
2050,85,male,Our Projections,,12.7135490729578,17.8447137462058,9.09658535545404
2051,0,male,Our Projections,,81.2743508045816,88.366523903036,74.7903831382868
2051,1,male,Our Projections,,80.4485420792039,87.4009823230968,74.6542423364593
2051,5,male,Our Projections,,76.4572300203298,83.4018401771734,70.8550081208155
2051,10,male,Our Projections,,71.4668673971893,78.4026495274088,65.9355319447417
2051,15,male,Our Projections,,66.4793132948188,73.4064464064495,60.9722732829882
2051,20,male,Our Projections,,61.6658719134314,68.553595036545,56.1977286744399
2051,25,male,Our Projections,,57.2692496219239,64.1529888124457,51.7807616939094
2051,30,male,Our Projections,,52.8716163164379,59.7226550013809,47.3804670472439
2051,35,male,Our Projections,,48.4825970282127,55.2604829708476,43.0512613802099
2051,40,male,Our Projections,,44.2374931361153,50.9116634753287,38.9060940403945
2051,45,male,Our Projections,,40.018162131709,46.5451311050422,34.8551647552212
2051,50,male,Our Projections,,35.7597221795498,42.1798252788765,30.716288188567
2051,55,male,Our Projections,,31.7347004798518,38.0173849804057,26.8505710022484
2051,60,male,Our Projections,,27.9843939605207,34.165023497816,23.2110998147849
2051,65,male,Our Projections,,24.3217701678411,30.3366338206162,19.7421731498356
2051,70,male,Our Projections,,20.8381634462338,26.675670009216,16.4706479174178
2051,75,male,Our Projections,,17.5982711183214,23.1666485492802,13.566328248095
2051,80,male,Our Projections,,14.9130627015888,20.3668842312558,11.0137423297076
2051,85,male,Our Projections,,12.8244770602996,18.097756626857,9.12456993078696
2052,0,male,Our Projections,,81.4397966801919,88.6807820713189,74.8584663586291
2052,1,male,Our Projections,,80.6069874728181,87.7135890830274,74.7093471048816
2052,5,male,Our Projections,,76.6149006623146,83.7135890830274,70.9035372396951
2052,10,male,Our Projections,,71.6245576172579,78.7152139885222,65.9827055890725
2052,15,male,Our Projections,,66.6363376531408,73.7182639085474,61.0188181771995
2052,20,male,Our Projections,,61.8220400996216,68.8639089100746,56.2437849796877
2052,25,male,Our Projections,,57.4263219307469,64.4640498640151,51.8276916032867
2052,30,male,Our Projections,,53.0286188610319,60.0333456395703,47.4272592550424
2052,35,male,Our Projections,,48.6382071241135,55.5686305381086,43.0975668461642
2052,40,male,Our Projections,,44.3910166077628,51.2156132270972,38.9512775866071
2052,45,male,Our Projections,,40.1674020091974,46.8444673903414,34.8990617513012
2052,50,male,Our Projections,,35.9064726424034,42.4749191701843,30.7586686003946
2052,55,male,Our Projections,,31.8777269428349,38.3077937452196,26.8915723265278
2052,60,male,Our Projections,,28.1251733976805,34.4519198833736,23.2505566257977
2052,65,male,Our Projections,,24.4582914047414,30.6169679535201,19.7796388435615
2052,70,male,Our Projections,,20.9697813458539,26.9484073205914,16.5062759194656
2052,75,male,Our Projections,,17.7221325171873,23.4294550989717,13.5986595013247
2052,80,male,Our Projections,,15.0332492882369,20.625802315994,11.0448749522163
2052,85,male,Our Projections,,12.9397451923595,18.3482347244883,9.15361632254384
2053,0,male,Our Projections,,81.6063151399633,89.0140519817538,74.9264142380972
2053,1,male,Our Projections,,80.7664789298043,88.0443114337408,74.7642944893793
2053,5,male,Our Projections,,76.7736144473654,84.0451756790274,70.9526457226752
2053,10,male,Our Projections,,71.7825466640092,79.0459914244525,66.0297633306163
2053,15,male,Our Projections,,66.7943523221822,74.0498202938602,61.0658920448347
2053,20,male,Our Projections,,61.9791953535869,69.1932656377266,56.2903739340948
2053,25,male,Our Projections,,57.5843879219199,64.7943064161708,51.8757267254633
2053,30,male,Our Projections,,53.1871879622103,60.3627338554512,47.4757029615537
2053,35,male,Our Projections,,48.7948570900582,55.8955859781002,43.1450848578789
2053,40,male,Our Projections,,44.5450719864745,51.5396306074036,38.9977144371321
2053,45,male,Our Projections,,40.3180507431738,47.1629872227744,34.9434314004608
2053,50,male,Our Projections,,36.0542088601645,42.7898411994044,30.8019088320734
2053,55,male,Our Projections,,32.0213219717282,38.6174010876887,26.9334760136228
2053,60,male,Our Projections,,28.2661071271999,34.7571621895452,23.2919428451355
2053,65,male,Our Projections,,24.5941814806211,30.9167764568643,19.8186502881987
2053,70,male,Our Projections,,21.1008415673323,27.242258367802,16.5430832967949
2053,75,male,Our Projections,,17.8454425898762,23.7149088723243,13.6326069227987
